Report Submission Source,Multiple Rows per Incident,Report Number,Carrier/Reporter Name,Incident Route,Incident City,Incident State,Date of Incident,Time of Incident,Quantity Released,Unit of Measure,Identification Number,Commodity Long Name,Hazardous Class,Total Hazmat Fatalities,Total Hazmat Hosp Injuries,Total Hazmat NonHosp Injuries,Total Amount of Damages,Shipper Name,Origin City,Origin State,Mode of Transportation,Identification Markings,Cont1 Material of Construction,Cont1 Packaging Type,Cont1 Package Capacity,Cont1 Package Capacity UOM,Cont1 Pkg Number in Shipment,Cont1 Pkg Shipment Nbr Failed,Cont2 Material of Construction,Cont2 Package Type,Cont2 Package Capacity,Cont2 Capacity UOM Reported,Cont2 Pkg Number in Shipment,Cont2 Pkg Shipment Nbr Failed,What Failed Description,How Failed Description,Failure Cause Description,Description of Events,HMIS Serious Incident Ind,HMIS Serious Bulk Release,HMIS Serious Evacuations,HMIS Serious Fatality,HMIS Serious Flight Plan,HMIS Serious Injury,HMIS Serious Major Artery,HMIS Serious Marine Pollutant,HMIS Serious Radioactive
Paper,No,I-2002050790,CARROLL INDEPENDENT FUEL  LLC,3000 WHITEHAVEN ST,WASHINGTON,DC,04/26/2002,1000,100,LGA,NA1993,FUEL OIL (NO. 1  2  4  5  OR 6),FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,1027,CARROLL INDEPENDENT FUEL  LLC,BALTIMORE,MARYLAND,Highway,,,,,,1,1,,,,,,,,,Overfilled,WHILE THE DRIVER WAS FILLING 2-500 GALLON TANKS THE TECHNICIAN TOLD COMPUTER TO SWITCH OVER TO THE OTHER TANK THE COMPUTER MALFUNCTIONED CAUSING AN OVERFILL OF 100G AA WASTE WAS CONTACTED TO ASSIST IN CLEAN UP. WASHINGTON DEPT. OF ENVIRONMENT WAS CONTACTED.,No,No,No,No,No,No,No,No,No
Paper,No,I-1977071081,PRESTON TRUCKING COMPANY  INC.,,WASHINGTON,DC,07/12/1977,,0,,UN2672,AMMONIA SOLUTION  RELATIVE DENSITY BETWEEN 0.880 AND 0.957 AT 15 DEGREES C IN WATER  WITH MORE THAN 10 PERCENT BUT NOT MORE THAN 35 PERCENT AMMONIA,CORROSIVE MATERIAL,0,0,0,0,ARKWRIGHT INC,BELTSVILLE,MARYLAND,Highway,,,,4,LGA,3,3,,,1,LGA,12,3,,,Loose Closure  Component  or Device,,No,No,No,No,No,No,No,No,No
Paper,No,I-1984010059,MC LEAN TRUCKING COMPANY,,WASHINGTON,DC,11/30/1983,,5,SLB,UN1689,SODIUM CYANIDE,POISONOUS MATERIALS,0,0,0,0,MALLINCKRODT  INC.,PARIS,KENTUCKY,Highway,,,,60,SLB,1,1,,,5,SLB,12,1,,,Loose Closure  Component  or Device,,No,No,No,No,No,No,No,No,No
Paper,No,I-1998110552,GRIFFITH ENERGY SERVICES  INC.,51 LOUISIANA AVE NW,WASHINGTON,DC,10/28/1998,1315,10,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,259,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,2800,LGA,1,1,,,,,,,,,,DRIVER WAS FILLING TANK WHEN PARKED VEHICLE DROVE OVER IS DELIVERY HOSE MAKING IT PULLED OUT OF THE FILL PIPE SPILLING ABOUT 5.10 GALLONS OF OIL ON THE ROAD. SPILL WAS CLEANED UP DRIVER WAS TOLD TO PLACE THE HOSE OUT OF THE ROADWAY.,No,No,No,No,No,No,No,No,No
Paper,No,I-1980061242,YELLOW FREIGHT SYSTEM INC,,WASHINGTON,DC,06/06/1980,,0,,UN1263,PAINT RELATED MATERIAL INCLUDING PAINT THINNING  DRYING  REMOVING  OR REDUCING COMPOUND,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,0,DESOTO INC,BERKELEY,CALIFORNIA,Highway,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-2000090702,FLEET TRANSIT  INC.,3300 BENNING ROAD,WASHINGTON,DC,08/16/2000,2300,5,LGA,NA1993,FUEL OIL (NO. 1  2  4  5  OR 6),FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,457,HESS OIL & CHEMICAL CO,BALTIMORE,MARYLAND,Highway,,,,,,1,1,,,,,,,,,Defective Component or Device,AFTER ARRIVING @ PEPCO BENNING RD DRIVER WAS TOLD OF LEAKING PRODUCT FROM BACK OF TRAILER.  AFTER SHIP LOOKED  AT TRAILER DOME COVER.  SEAL HAD GONE BAD.,No,No,No,No,No,No,No,No,No
Paper,No,I-1971070170,MCLEAN TRUCKING COMPANY,,WASHINGTON,DC,05/28/1971,,0,,UN2794,BATTERIES  WET  FILLED WITH ACID  ELECTRIC STORAGE,CORROSIVE MATERIAL,0,0,0,0,TENNANT COMPANY,MINNEAPOLIS,MINNESOTA,Highway,,,,,,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1986020312,STEUART PETROLEUM CO,,WASHINGTON,DC,02/15/1986,,8,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,STEUART INVESTMENT COMPANY INC,WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,,,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1983110177,STEUART PETROLEUM,,WASHINGTON,DC,02/22/1983,,10,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,STEUART INVESTMENT COMPANY INC,WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,,,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1985010113,STEUART PETROLEUM CO,,WASHINGTON,DC,01/04/1985,,7,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,STEUART INVESTMENT COMPANY INC,WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,,,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-2001091461,KENAN TRANSPORT  LLC,3300 BENNING ROAD,WASHINGTON,DC,08/14/2001,1400,0.50,LGA,NA1993,FUEL OIL (NO. 1  2  4  5  OR 6),FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,1,SPEEDWAY LLC,FAIRFAX,VIRGINIA,Highway,,,,7000,LGA,1,1,,,,,,,,,Overfilled,WHILE UNLOADING  EMPLOYEE OVERFLOWED TANK CAUSING APPROXIMATELY 1/2 GALLON OF PRODUCT TO BE LOST. CLEANUP PERFORMED BY EMPLOYEE WITHOUT FURTHER INCIDENT.,No,No,No,No,No,No,No,No,No
Paper,No,I-1983110181,STEUART PETROLEUM,,WASHINGTON,DC,02/05/1983,,2,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,STEUART INVESTMENT COMPANY INC,WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,,,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1983110187,STEUART PETROLEUM,,WASHINGTON,DC,01/21/1983,,5,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,STEUART INVESTMENT COMPANY INC,WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,,,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1997081017,GRIFFITH ENERGY SERVICES  INC.,4849 CONNECTICUT AVE NW,WASHINGTON,DC,08/13/1997,0830,5,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,255,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,2800,LGA,1,1,,,,,,,,,,THE DRIVER HAD MADE A PRESET DELIVERY TO A U/O TANK AND WHEN COMPLETE HE REMOVED THE NOZZLE FROM THE TANK.  HE FAILED TO CLOSE THE NOZZLE AT THIS TIME.  HE THEN CHARGED THE HOSE WITH THE NOZZLE OPEN CAUSING 5 GALLON SPILL ON CONCRETE. THE SPILL WAS CLEANED UP AND THE MATERIALS WERE DISPOSED OF PROPERLY.,No,No,No,No,No,No,No,No,No
Paper,No,I-1981090367,CONSOLIDATED RAIL CORP(CONRAIL,,WASHINGTON,DC,08/29/1981,,0,,UN1272,PINE OIL,COMBUSTIBLE LIQUID,0,0,0,0,SCM ORGANIC CHEMICAL,JACKSONVILLE,FLORIDA,Rail,,,,0,LGA,1,1,,,,,,,; ,; ,Derailment; Vehicular Crash or Accident Damage,,No,No,No,No,No,No,No,No,No
Paper,No,I-1989120431,STEUART INVESTMENT COMPANY INC,1526 CORCORAN ST NW,WASHINGTON,DC,12/01/1989,0830,35,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,240,STEUART INVESTMENT COMPANY INC,BETHESDA,MARYLAND,Highway,,,,,,1,1,,,,,,,,,,DRIVER NOT IN ATTENDANCE AT TANK FILL CAUSING SPILL OF PRODUCT. DRIVER DISM ISSED.,No,No,No,No,No,No,No,No,No
Paper,No,I-2001071662,GRIFFITH ENERGY SERVICES  INC.,2450 N STREET NW,WASHINGTON,DC,06/14/2001,1345,150,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,2300,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,2800,LGA,1,1,,,,,,,,,,WHILE FILLING STORAGE TANK  IT RUPTURED AND CAUSED AN OUTAGE IN PARKING GARAGE. IMS WAS DISPATCHED TO REMEDIATE THE OUTAGE. ALL WAS RECOVERED AND PROPERLY DISPOSED OF.,Yes,Yes,No,No,No,No,No,No,No
Paper,No,I-1986030355,STEUART PETROLEUM CO,,WASHINGTON,DC,03/19/1986,,170,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,STEUART PETROLEUM CO,BETHESDA,MARYLAND,Highway,,,,,,1,1,,,,,,,,,,,Yes,Yes,No,No,No,No,No,No,No
Paper,No,I-1983120174,STEUART PETROLEUM,,WASHINGTON,DC,11/29/1983,,9,LGA,NA1993,FUEL OIL,COMBUSTIBLE LIQUID,0,0,0,0,STEUART INVESTMENT COMPANY INC,WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,,,1,1,,,,,,,Hose,Burst or Ruptured,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1999030402,GRIFFITH ENERGY SERVICES  INC.,4001 GAULT PLACE N.E,WASHINGTON,DC,02/25/1999,1550,5,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,35,GRIFFITH ENERGY SERVICES  INC.,,,Highway,,,,3400,LGA,1,1,,,,,,,,,,DRIVER HAD A SMALL OUTAGE WHICH WAS CONTAINED  CLEANED UP AND PROPERLY DISPOSED OF.,No,No,No,No,No,No,No,No,No
Web,No,E-2009040027,GRIFFITH ENERGY SERVICES  INC.,1777 F STREET,WASHINGTON,DC,12/18/2008,1105,100,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,GRIFFITH ENERGY SERVICES  INC.,HYATTSVILLE,MARYLAND,Highway,,Metal,IBC,300,LGA,1,1,,,,,,,Vent,Failed to Operate,Defective Component or Device,DRIVER MADE DELIVERY TO COMMERCIAL ACCOUNT AND VENT ALARM FAILED TO OPERATE CAUSING 100 GALLONS OF OIL TO BE RELEASED INTO CONTAINMENT AREA. CUSTOMER CALLED PROFESSIONAL REMEDIATION COMPANY AND OIL WAS PUMPED OUT OF THE CONTAINMENT AREA  PROPERLY CLEANED AND PROPERLY DISPOSED OF.,No,No,No,No,No,No,No,No,No
Paper,No,I-2000110390,GRIFFITH ENERGY SERVICES  INC.,1710 17TH STREET NE,WASHINGTON,DC,10/04/2000,1830,14,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,214,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,2500,LGA,1,1,,,,,,,,,,WHILE MAKING A FUEL DELIVERY  AN OUTAGE OCCURRED WHICH WAS CONTAINED  CLEANED UP AND PROPERLY DISPOSED OF.,No,No,No,No,No,No,No,No,No
Web,No,E-2006040193,GRIFFITH ENERGY SERVICES  INC.,2244 10TH STREET  NW,WASHINGTON,DC,02/16/2006,1030,5,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,1207,GRIFFITH ENERGY SERVICES  INC.,HYATTSVILLE,MARYLAND,Highway,,Metal,IBC,275,LGA,1,1,,,,,,,Hose,Leaked,Dropped,DRIVER WAS MAKING A DELIVERY AND DROPPED HOSE CAUSING A SMALL AMOUNT OF OIL TO LEAK IN STREET. WE CONTACTED PROFESSIONAL REMEDIATION COMPANY AND OIL SPILL WAS PROPERLY CLEANED  CONTAINED AND DISPOSED OF.,No,No,No,No,No,No,No,No,No
Paper,No,I-1983120173,STEUART PETROLEUM,,WASHINGTON,DC,11/28/1983,,4,LGA,NA1993,FUEL OIL,COMBUSTIBLE LIQUID,0,0,0,0,STEUART INVESTMENT COMPANY INC,WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,,,1,1,,,,,,,Hose,Burst or Ruptured,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1990030264,GRIFFITH ENERGY SERVICES  INC.,432 10TH ST NE,WASHINGTON,DC,03/12/1990,0930,3,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,13,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,3000,LGA,1,1,,,,,,,; ,; ,Overfilled; Water Damage,DRIVER WAS FILLING OUTSIDE OIL TANK.  COULD NOT HEAR VENT THAT WAS APPROXIMATELY 4 FT. AWAY FROM FILL DUE TO A DOG BARKING.  OIL CAME OUT OF VENT AFTER TANK REACHED CAPACITY.  DRIVER HAS BEEN RE-TRAINED ON HOW TO FILL OUSIDE TANKS WITHOUT USING A VENT.,No,No,No,No,No,No,No,No,No
Paper,No,I-1977100311,MASON & DIXON LINES INC,,WASHINGTON,DC,09/15/1977,,5,LGA,NA1760,COMPOUNDS  CLEANING LIQUID,CORROSIVE MATERIAL,0,0,0,0,BIO-TEK INDUSTRIES INC.,ATLANTA,GEORGIA,Highway,,,,55,LGA,2,1,,,55,LGA,2,1,,Punctured,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1985040374,STEUART PETROLEUM CO,,WASHINGTON,DC,03/18/1985,,30,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,STEUART PETROLEUM CO,BETHESDA,MARYLAND,Highway,,,,,,1,1,,,,,,,Auxiliary Valve; Piping or Fittings,; ,Loose Closure  Component  or Device; ,,No,No,No,No,No,No,No,No,No
Paper,No,I-1979070771,PRESTON TRUCKING COMPANY  INC.,,WASHINGTON,DC,06/19/1979,,0,,UN1263,PAINT RELATED MATERIAL INCLUDING PAINT THINNING  DRYING  REMOVING  OR REDUCING COMPOUND,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,0,PERRY AUSTEN BOWLING PRODUCTS,DES MOINES,IOWA,Highway,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-2003110548,GRIFFITH ENERGY SERVICES  INC.,800 16TH STREET NW,WASHINGTON,DC,10/16/2003,1400,100,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,3150,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,2700,LGA,1,1,,,,,,,,,,WHILE MAKING DELIVERY OF FUEL AN OUTAGE OCCURRED.  COMMERCIAL CLEANUP COMPANY WAS HIRED.  OUTAGE WAS CONTAINED  CLEANED UP AND PROPERLY DISPOSED OF.,No,No,No,No,No,No,No,No,No
Paper,No,I-1991070479,MARYLAND CHEMICAL COMPANY INC,NEW JERSEY AVE & E STS  SE,WASHINGTON,DC,07/08/1991,1130,0.1250,LGA,UN1830,SULFURIC ACID,CORROSIVE MATERIAL,0,0,0,4,MARYLAND CHEMICAL COMPANY INC,BALTIMORE,MARYLAND,Highway,,,,55,LGA,15,1,,,,,,,Weld or Seam,Cracked,,WHILE TIPPING DRUM IN PREPARATION FOR UNLOADING FROM TRUCK  DRIVER NOTICED A SMALL AMOUNT OF ACID TRICKLING FROM A CRACK IN THE SIDE OF THE TOP OF THE DRUM.  THE DRIVER RETURNED THE LEAKING DRUM TO THE UPRIGHT POSITION  IN WHICH IT WAS NOT LEAKING  AND OFFLOADED THE REMAINING DRUMS IN THE CUSTOMER'S SHIPMENT.  THE DRIVER THEN SECURED THE DEFECTIVE DRUM IN THE TRUCK  SPREAD SODA ASH AROUND THE BOTTOM OF THE DRUM TO ABSORB AND NEUTRALIZE ANY ACID THAT MIGHT ESCAPE FROM THE CRACK DUE TO JOSTLING DURING TRANSPORTATION. IT IS NOT KNOWN WHAT CAUSED THE PACKAGING FAILURE.  THE SUPERVISOR SUGGESTED TWO POSSIBLE CAUSES: PACKAGE FAILURE DUE TO AGE  OR PACKAGE FAILURE DUE TO IMPROPER BANDING.  (DRUMS ON PALLETS ARE BANDED TOGETHER FOR STABILITY.  IF THE DRUMS  REPEATEDLY  WERE BANDED TO TIGHTLY TO ALLOW FOR PRODUCT EXPANSION DUE TO TEMPERATURE CHANGES  INTERNAL PRESSURE MAY HAVE WEAKENED THE SEAMS). RECOMMENDATIONS TO IMPROVE HANDLING: 1) REMOVE OLDER DRUMS FROM SERVICE  2) INSTRUCT: A) DRUM FILLERS TO CHECK MORE CAREFULLY FOR PACKAGE INTEGRITY BEFORE FILLING  B) LOADER AND DRIVER TO CHECK CAREFULLY FOR PACKAGE INTEGRITY BEFORE LOADING  C) DRUM BANDER TO ALLOW FOR EXPANSION WHEN BANDING PALLETIZED DRUMS.,No,No,No,No,No,No,No,No,No
Paper,No,I-1995010072,FLEET TRANSIT  INC.,OFF GEORGIA AVENUE,WASHINGTON,DC,12/12/1994,0900,20,LGA,NA1993,FUEL OIL (NO. 1  2  4  5  OR 6),FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,0,BUCKEYE PARTNERS  L.P.,BALTIMORE,MARYLAND,Highway,,,,,,1,1,,,,,,,,,,CAP BLEW OFF PUMP LINE CAUSING PRODUCT TO SPILL.,No,No,No,No,No,No,No,No,No
Paper,No,I-1994061025,GRIFFITH ENERGY SERVICES  INC.,3101 DAVENPORT ST NW,WASHINGTON,DC,05/20/1994,1300,10,LGA,NA1993,FUEL OIL,COMBUSTIBLE LIQUID,0,0,0,7160,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,,,1,1,,,,,,,Hose; Loading or Unloading Lines,Burst or Ruptured; ,; ,DRIVE HAD COMPLETED THE DELIVERY TO THE HOME WHEN HE TURNED AROUND HE SAW A SMALL SPRAY OF OIL COMING OUT OF THE HOSE.  A CLEAN UP CREW WAS CALLED IN TO REMOVE THE CONTAMINATED SOIL.,No,No,No,No,No,No,No,No,No
Web,No,E-2009020195,FLIK BRITISH AIRWAYS,,WASHINGTON,DC,02/12/2009,1100,0,,UN2911,RADIOACTIVE MATERIAL  EXCEPTED PACKAGE-INSTRUMENTS OR ARTICLES,RADIOACTIVE MATERIAL,0,0,0,0,UNITED PARCEL SERVICE  INC. (OH),ELK GROVE VILLAGE,ILLINOIS,Highway,NO MARKINGS GIVEN,,,,,,,,,,,,,Basic Material,,,We British Airways (BA) were contacted by the shipper. They believed they mistakently loaded one piece of Dangerous Goods into a consolidation shipment going to London. The shipment was transported from Chicago (ORD) to Washington-Dulles (IAD) by truck departing February 11 and arriving February 12. When we (BA) were notified of the error  we immediately contacted our Washington office. The BA Washington office contacted the local FAA. The FAA inspected the one carton on February 13 and released the balance of the shfipment.    There was no damage or spill and the error was self-disclosed by the shipper.,No,No,No,No,No,No,No,No,No
Paper,No,I-1978060216,PRESTON TRUCKING COMPANY  INC.,,WASHINGTON,DC,06/01/1978,,0,,UN1649,MOTOR FUEL ANTI-KNOCK MIXTURES,POISONOUS MATERIALS,0,0,0,0,MOROSO PERF SALES INC,GUILFORD,CONNECTICUT,Highway,,,,4,LGA,14,1,,,1,LGA,56,1,,,Inadequate Blocking and Bracing,,No,No,No,No,No,No,No,No,No
Paper,No,I-1995120173,BALTIMORE TANK LINES  INC.,3201 PENNSYLVANIA AVENUE,WASHINGTON,DC,11/29/1995,2200,1100,LGA,UN1203,GASOLINE INCLUDES GASOLINE MIXED WITH ETHYL ALCOHOL  WITH NOT MORE THAN 10% ALCOHOL,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,22600,EXXON CORPORATION,NEWINGTON,VIRGINIA,Highway,,,,9500,LGA,1,1,,,,,,,Basic Material,Punctured,Vehicular Crash or Accident Damage,TOOLBOX ON BALTIMORE TANK LINES TANK TRAILER STRUCK DRIVEWAY  BROKE LOOSE AND PUNCTURED THE THIRD TRAILER COMPARTMENT CAUSING A SPILL.,Yes,Yes,No,No,No,No,No,No,No
Paper,No,I-1981090725,YELLOW FREIGHT SYSTEM INC,,WASHINGTON,DC,09/21/1981,,1,LGA,UN1789,HYDROCHLORIC ACID,CORROSIVE MATERIAL,0,0,0,0,L. B. ALLEN COMPANY  INC.,UNKNOWN,ILLINOIS,Highway,,,,4,LGA,5,1,,,1,LGA,20,1,,,Dropped,,No,No,No,No,No,No,No,No,No
Paper,No,I-1987030365,STEUART PETROLEUM CO,,WASHINGTON,DC,03/04/1987,,500,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,STEUART INVESTMENT COMPANY INC,WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,,,1,1,,,,,,,,Punctured,,,Yes,Yes,No,No,No,No,No,No,No
Paper,No,I-1978071314,YELLOW FREIGHT SYSTEM INC,,WASHINGTON,DC,07/11/1978,,1,LGA,UN1263,PAINT RELATED MATERIAL INCLUDING PAINT THINNING  DRYING  REMOVING  OR REDUCING COMPOUND,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,0,DESOTO INC,BERKELEY,CALIFORNIA,Highway,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-2003071572,GRIFFITH ENERGY SERVICES  INC.,2001 K STREET  NW,WASHINGTON,DC,06/16/2003,1025,50,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,1050,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,2700,LGA,1,1,,,,,,,,,Defective Component or Device,DURING DELIVERY   AN OUTAGE OCCURRED DUE TO A MALFUNCTIONING ELECTRONIC FILL ALARM ON TANK.  OUTAGE WAS CONTAINED  CLEANED UP AND ALL MATERIALS PROPERLY DISPOSED OF.,No,No,No,No,No,No,No,No,No
Paper,No,I-1977080578,PRESTON TRUCKING COMPANY  INC.,,WASHINGTON,DC,08/03/1977,,0,,NA1760,COMPOUNDS  CLEANING LIQUID,CORROSIVE MATERIAL,0,0,0,0,DIVERSEY CHEMICALS CORP,DES PLAINES,ILLINOIS,Highway,,,,,,3,1,,,1,LGA,,,,,Loose Closure  Component  or Device,,No,No,No,No,No,No,No,No,No
Paper,No,I-1986060308,STEUART PETROLEUM CO,,WASHINGTON,DC,02/17/1986,,400,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,STEUART PETROLEUM CO,BETHESDA,MARYLAND,Highway,,,,,,1,1,,,,,,,,,,,Yes,Yes,No,No,No,No,No,No,No
Paper,No,I-1989110416,GRIFFITH CONSUMERS CO,,WASHINGTON,DC,11/15/1989,,2,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,GRIFFITH CONSUMERS CO,CHEVERLY,MARYLAND,Highway,,,,3000,LGA,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-2004030411,GRIFFITH ENERGY SERVICES  INC.,1000 K ST NW,WASHINGTON,DC,01/30/2004,1130,3,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,3,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,4200,LGA,1,1,,,,,,,,,,AFTER COMPLETING DELIVERY AND WINDING HOSE NOZZLE HIT TRUCK FRAME AND OPENED UP CAUSING THE RELEASE OF 3 GALLONS OF OIL.  SERVICE DEPT WAS CONTACTED AND REMEDIATED SPILL USING 2 BAGS OF SORBENT DUST.  OIL SPILL WAS CLEANED  CONTAINED AND PROPERLY DISPOSED OF.,No,No,No,No,No,No,No,No,No
Paper,No,I-1983110170,STEUART PETROLEUM,,WASHINGTON,DC,03/08/1983,,20,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,STEUART INVESTMENT COMPANY INC,WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,,,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1981020758,PRESTON TRUCKING COMPANY  INC.,,WASHINGTON,DC,02/02/1981,,0,,NA1993,COMPOUNDS  CLEANING LIQUID,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,0,THE SHERWIN-WILLIAMS COMPANY,NEWARK,NEW JERSEY,Highway,,,,55,LGA,1,1,,,,,,,Weld or Seam,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1980050544,MASON & DIXON TANK LINES INC,,WASHINGTON,DC,05/05/1980,,5,LGA,UN1263,PAINT RELATED MATERIAL INCLUDING PAINT THINNING  DRYING  REMOVING  OR REDUCING COMPOUND,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,0,THE SHERWIN-WILLIAMS COMPANY,CHICAGO,ILLINOIS,Highway,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1973030367,ALLEGHENY AIRLINES,,WASHINGTON,DC,02/14/1973,,0,,UN1954,COMPRESSED GAS  FLAMMABLE  N.O.S.,FLAMMABLE GAS,0,0,0,0,PARK LANE ASSOCIATES  INC.,PROVIDENCE,RHODE ISLAND,Highway,,,,25,SLB,20,2,,,,,,,,,Dropped,,No,No,No,No,No,No,No,No,No
Paper,No,I-1990040519,GRIFFITH ENERGY SERVICES  INC.,1905 MARYLAND AVE NE,WASHINGTON,DC,04/13/1990,1402,5,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,14,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,4500,LGA,1,1,,,,,,,,,Defective Component or Device,CUSTOMER ORDERED 700 GALLONS OF PRODUCT. DRIVER GAUGED TANK AND BEGAN DELIVERY. 587 GALLONS WERE DELIVERED WHEN 5 GALLONS CAME OUT OF VENT PIPE. GAUGE ON TANK DID NOT READ FULL. SPILL WAS CONTAINED AND REMOVED FROM SIDEWALK. GAUGE WILL BE REPAIRED BY CUSTOMER.,No,No,No,No,No,No,No,No,No
